Sub,Exposure,Experiment,Date,Press,Trial,ItemPressed,CorrectItem,Accuracy,Hint,Order pressed,HintNominal,Known,TrialAcc,HintsPerTrial,HintRT,RT,Time,List,Items,Day,HintAvailible,HintPause,NumLists,PortPressed,CorrectPort,PicturePressed,Chamber,TrialsPerSession,TO,ITI,Other Day,,,,
Beyonce,2,Experiment 2,2016.10.28,107,32,C,D,1,0,ACDC,No Hint,Unknown,1,0,bl,1.016667,351.1,4006,4,1,FALSE,0,5,0,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,116,36,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.5333333,393.65,4006,4,1,FALSE,0,5,3,3,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,117,36,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6833333,394.3333,4006,4,1,FALSE,0,5,0,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,118,36,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.8333333,395.1667,4006,4,1,FALSE,0,5,1,0,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,119,36,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.5166667,395.6833,4006,4,1,FALSE,0,5,2,1,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,134,43,D,A,1,0,,No Hint,Unknown,bl,bl,bl,8.166667,472.6167,4006,4,1,FALSE,0,5,4,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,135,43,C,B,1,0,,No Hint,Unknown,bl,bl,bl,4.083333,476.7,4006,4,1,FALSE,0,5,0,3,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,136,43,D,C,1,0,,No Hint,Unknown,bl,bl,bl,1.016667,477.7167,4006,4,1,FALSE,0,5,4,0,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,137,43,A,D,1,0,DCDA,No Hint,Unknown,1,0,bl,0.7666667,478.4833,4006,4,1,FALSE,0,5,1,4,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,193,62,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.083333,683.45,4006,4,1,FALSE,0,5,4,4,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,194,62,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4833333,683.9333,4006,4,1,FALSE,0,5,3,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,195,62,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.8333333,684.7667,4006,4,1,FALSE,0,5,2,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,196,62,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.8333333,685.6,4006,4,1,FALSE,0,5,0,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,235,80,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.333333,928.5833,4006,4,1,FALSE,0,5,3,1,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,236,80,D,B,1,0,,No Hint,Unknown,bl,bl,bl,1.4,929.9833,4006,4,1,FALSE,0,5,2,0,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,237,80,B,C,1,0,,No Hint,Unknown,bl,bl,bl,1.716667,931.7,4006,4,1,FALSE,0,5,0,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,238,80,C,D,1,0,CDBC,No Hint,Unknown,1,0,bl,0.65,932.35,4006,4,1,FALSE,0,5,3,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,298,100,C,A,1,0,,No Hint,Unknown,bl,bl,bl,0.95,1220.7,4006,4,1,FALSE,0,5,3,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,299,100,B,B,1,0,,No Hint,Unknown,bl,bl,bl,1.1,1221.8,4006,4,1,FALSE,0,5,2,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,300,100,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6833333,1222.483,4006,4,1,FALSE,0,5,3,3,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,301,100,D,D,1,0,CBCD,No Hint,Unknown,1,0,bl,0.85,1223.333,4006,4,1,FALSE,0,5,4,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,328,111,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.366667,1340.733,4006,4,1,FALSE,0,5,2,2,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,329,111,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.3333333,1341.067,4006,4,1,FALSE,0,5,0,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,330,111,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.8833333,1341.95,4006,4,1,FALSE,0,5,4,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,331,111,C,D,1,0,ADCC,No Hint,Unknown,1,0,bl,0.9333333,1342.883,4006,4,1,FALSE,0,5,4,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,423,146,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.283333,1767.6,4006,4,1,FALSE,0,5,3,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,424,146,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.65,1768.25,4006,4,1,FALSE,0,5,1,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,425,146,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.65,1768.9,4006,4,1,FALSE,0,5,4,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.28,426,146,D,D,1,0,CDBD,No Hint,Unknown,1,0,bl,0.9666667,1769.867,4006,4,1,FALSE,0,5,1,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,4,2,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.2,14.2,4006,4,1,FALSE,0,5,0,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,5,2,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.8,15,4006,4,1,FALSE,0,5,0,1,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,6,2,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.3333333,15.33333,4006,4,1,FALSE,0,5,4,0,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,7,2,A,D,1,0,CCDA,No Hint,Unknown,1,0,bl,0.5666667,15.9,4006,4,1,FALSE,0,5,2,4,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,28,12,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.383333,115.5667,4006,4,1,FALSE,0,5,1,3,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,29,12,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5333333,116.1,4006,4,1,FALSE,0,5,4,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,30,12,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.7666667,116.8667,4006,4,1,FALSE,0,5,1,1,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,31,12,B,D,1,0,CDCB,No Hint,Unknown,1,0,bl,0.7166667,117.5833,4006,4,1,FALSE,0,5,2,4,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,77,26,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.35,254.6167,4006,4,1,FALSE,0,5,3,3,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,78,26,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.3333333,254.95,4006,4,1,FALSE,0,5,4,1,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,79,26,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4833333,255.4333,4006,4,1,FALSE,0,5,2,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,80,26,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.6833333,256.1167,4006,4,1,FALSE,0,5,1,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,97,34,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.6833333,331.3833,4006,4,1,FALSE,0,5,1,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,98,34,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4166667,331.8,4006,4,1,FALSE,0,5,0,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,99,34,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5333333,332.3333,4006,4,1,FALSE,0,5,3,0,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,100,34,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.6166667,332.95,4006,4,1,FALSE,0,5,2,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,106,38,D,A,1,0,,No Hint,Unknown,bl,bl,bl,0.0333333,369.2833,4006,4,1,FALSE,0,5,4,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,107,38,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.9333333,370.2167,4006,4,1,FALSE,0,5,0,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,108,38,C,C,1,0,,No Hint,Unknown,bl,bl,bl,30.41667,400.6333,4006,4,1,FALSE,0,5,0,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,109,38,D,D,1,0,DCCD,No Hint,Unknown,1,0,bl,0.4,401.0333,4006,4,1,FALSE,0,5,4,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,244,86,B,A,1,0,,No Hint,Unknown,bl,bl,bl,0.3,993.0667,4006,4,1,FALSE,0,5,4,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,245,86,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.9,993.9667,4006,4,1,FALSE,0,5,3,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,246,86,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.55,994.5167,4006,4,1,FALSE,0,5,0,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,247,86,A,D,1,0,BCDA,No Hint,Unknown,1,0,bl,0.35,994.8667,4006,4,1,FALSE,0,5,2,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,294,105,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.466667,1207.867,4006,4,1,FALSE,0,5,0,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,295,105,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4333333,1208.3,4006,4,1,FALSE,0,5,1,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,296,105,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.1666667,1208.467,4006,4,1,FALSE,0,5,2,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,297,105,B,D,1,0,ADCB,No Hint,Unknown,1,0,bl,0.8166667,1209.283,4006,4,1,FALSE,0,5,4,1,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,325,115,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.316667,1332.85,4006,4,1,FALSE,0,5,2,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,326,115,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6,1333.45,4006,4,1,FALSE,0,5,3,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,327,115,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5,1333.95,4006,4,1,FALSE,0,5,1,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,328,115,B,D,1,0,CDBB,No Hint,Unknown,1,0,bl,0.7,1334.65,4006,4,1,FALSE,0,5,1,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,331,117,C,A,1,0,,No Hint,Unknown,bl,bl,bl,0.7333333,1352.65,4006,4,1,FALSE,0,5,1,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,332,117,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.7833333,1353.433,4006,4,1,FALSE,0,5,4,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,333,117,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.65,1354.083,4006,4,1,FALSE,0,5,3,1,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,334,117,C,D,1,0,CDBC,No Hint,Unknown,1,0,bl,0.7166667,1354.8,4006,4,1,FALSE,0,5,1,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,368,132,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.7,1513.05,4006,4,1,FALSE,0,5,2,2,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,369,132,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.65,1513.7,4006,4,1,FALSE,0,5,4,1,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,370,132,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4333333,1514.133,4006,4,1,FALSE,0,5,3,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.10.31,371,132,D,D,1,0,ACDD,No Hint,Unknown,1,0,bl,0.8166667,1514.95,4006,4,1,FALSE,0,5,3,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,5,2,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.5666667,19.25,4006,4,1,FALSE,0,5,1,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,6,2,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4833333,19.73333,4006,4,1,FALSE,0,5,3,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,7,2,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5333333,20.26667,4006,4,1,FALSE,0,5,4,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,8,2,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,1.116667,21.38333,4006,4,1,FALSE,0,5,2,4,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,27,10,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.75,95.88333,4006,4,1,FALSE,0,5,0,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,28,10,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.9166667,96.8,4006,4,1,FALSE,0,5,2,3,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,29,10,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.1833333,96.98333,4006,4,1,FALSE,0,5,4,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,30,10,D,D,1,0,ACDD,No Hint,Unknown,1,0,bl,0.9166667,97.9,4006,4,1,FALSE,0,5,4,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,68,25,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.7333333,254.8833,4006,4,1,FALSE,0,5,2,2,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,69,25,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4,255.2833,4006,4,1,FALSE,0,5,1,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,70,25,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4666667,255.75,4006,4,1,FALSE,0,5,3,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,71,25,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.4666667,256.2167,4006,4,1,FALSE,0,5,0,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,122,44,C,A,1,0,,No Hint,Unknown,bl,bl,bl,36.15,491.5,4006,4,1,FALSE,0,5,2,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,123,44,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6833333,492.1833,4006,4,1,FALSE,0,5,3,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,124,44,A,C,1,0,,No Hint,Unknown,bl,bl,bl,0.9,493.0833,4006,4,1,FALSE,0,5,4,2,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,125,44,B,D,1,0,CDAB,No Hint,Unknown,1,0,bl,0.8166667,493.9,4006,4,1,FALSE,0,5,1,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,137,48,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.95,531.8833,4006,4,1,FALSE,0,5,1,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,138,48,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.2833333,532.1667,4006,4,1,FALSE,0,5,2,3,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,139,48,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4166667,532.5833,4006,4,1,FALSE,0,5,4,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,140,48,B,D,1,0,ACDB,No Hint,Unknown,1,0,bl,0.4166667,533,4006,4,1,FALSE,0,5,3,4,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,159,55,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.266667,599.05,4006,4,1,FALSE,0,5,0,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,160,55,C,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5666667,599.6167,4006,4,1,FALSE,0,5,2,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,161,55,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4833333,600.1,4006,4,1,FALSE,0,5,4,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,162,55,D,D,1,0,ACBD,No Hint,Unknown,1,0,bl,0.5166667,600.6167,4006,4,1,FALSE,0,5,1,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,204,73,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.233333,790.3,4006,4,1,FALSE,0,5,0,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,205,73,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4166667,790.7167,4006,4,1,FALSE,0,5,3,1,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,206,73,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.4,791.1167,4006,4,1,FALSE,0,5,4,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,207,73,B,D,1,0,ADCB,No Hint,Unknown,1,0,bl,0.8166667,791.9333,4006,4,1,FALSE,0,5,1,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,212,75,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.3,823.1,4006,4,1,FALSE,0,5,1,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,213,75,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.4833333,823.5833,4006,4,1,FALSE,0,5,0,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,214,75,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.85,824.4333,4006,4,1,FALSE,0,5,2,1,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,215,75,C,D,1,0,CDBC,No Hint,Unknown,1,0,bl,0.5,824.9333,4006,4,1,FALSE,0,5,1,0,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,292,102,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.116667,1112.55,4006,4,1,FALSE,0,5,0,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,293,102,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.55,1113.1,4006,4,1,FALSE,0,5,3,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,294,102,C,C,1,0,,No Hint,Unknown,bl,bl,bl,1.016667,1114.117,4006,4,1,FALSE,0,5,2,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,295,102,B,D,1,0,ADCB,No Hint,Unknown,1,0,bl,0.4833333,1114.6,4006,4,1,FALSE,0,5,4,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,390,133,C,A,1,0,,No Hint,Unknown,bl,bl,bl,2.45,1453.033,4006,4,1,FALSE,0,5,4,3,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,391,133,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.35,1453.383,4006,4,1,FALSE,0,5,1,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,392,133,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.95,1454.333,4006,4,1,FALSE,0,5,1,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.01,393,133,B,D,1,0,CDDB,No Hint,Unknown,1,0,bl,0.4833333,1454.817,4006,4,1,FALSE,0,5,2,1,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,52,18,C,A,1,0,,No Hint,Unknown,bl,bl,bl,8.116667,206.8333,4006,4,1,FALSE,0,5,3,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,53,18,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.6333333,207.4667,4006,4,1,FALSE,0,5,2,0,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,54,18,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6333333,208.1,4006,4,1,FALSE,0,5,0,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,55,18,A,D,1,0,CDBA,No Hint,Unknown,1,0,bl,0.45,208.55,4006,4,1,FALSE,0,5,4,2,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,150,48,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.133333,547.0333,4006,4,1,FALSE,0,5,2,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,151,48,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5666667,547.6,4006,4,1,FALSE,0,5,1,3,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,152,48,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.2833333,547.8833,4006,4,1,FALSE,0,5,3,2,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,153,48,A,D,1,0,CDBA,No Hint,Unknown,1,0,bl,0.4166667,548.3,4006,4,1,FALSE,0,5,4,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,215,69,C,A,1,0,,No Hint,Unknown,bl,bl,bl,1.083333,872.35,4006,4,1,FALSE,0,5,3,2,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,216,69,A,B,1,0,,No Hint,Unknown,bl,bl,bl,0.7,873.05,4006,4,1,FALSE,0,5,2,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,217,69,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.6333333,873.6833,4006,4,1,FALSE,0,5,0,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,218,69,D,D,1,0,CABD,No Hint,Unknown,1,0,bl,0.7833333,874.4667,4006,4,1,FALSE,0,5,4,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,221,71,C,A,1,0,,No Hint,Unknown,bl,bl,bl,0.8166667,893.4833,4006,4,1,FALSE,0,5,3,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,222,71,D,B,1,0,,No Hint,Unknown,bl,bl,bl,1.55,895.0333,4006,4,1,FALSE,0,5,0,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,223,71,B,C,1,0,,No Hint,Unknown,bl,bl,bl,0.95,895.9833,4006,4,1,FALSE,0,5,2,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,224,71,A,D,1,0,CDBA,No Hint,Unknown,1,0,bl,0.4833333,896.4667,4006,4,1,FALSE,0,5,4,0,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,233,74,D,A,1,0,,No Hint,Unknown,bl,bl,bl,1.15,928.4,4006,4,1,FALSE,0,5,1,2,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,234,74,B,B,1,0,,No Hint,Unknown,bl,bl,bl,0.45,928.85,4006,4,1,FALSE,0,5,3,3,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,235,74,C,C,1,0,,No Hint,Unknown,bl,bl,bl,0.5,929.35,4006,4,1,FALSE,0,5,4,4,4006.03,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,236,74,A,D,1,0,DBCA,No Hint,Unknown,1,0,bl,1.083333,930.4333,4006,4,1,FALSE,0,5,2,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,251,80,A,A,1,0,,No Hint,Unknown,bl,bl,bl,1.85,1005.883,4006,4,1,FALSE,0,5,1,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,252,80,B,B,1,0,,No Hint,Unknown,bl,bl,bl,0.7333333,1006.617,4006,4,1,FALSE,0,5,0,0,4006.02,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,253,80,D,C,1,0,,No Hint,Unknown,bl,bl,bl,0.35,1006.967,4006,4,1,FALSE,0,5,3,4,4006.04,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,254,80,A,D,1,0,ABDA,No Hint,Unknown,1,0,bl,0.55,1007.517,4006,4,1,FALSE,0,5,1,3,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,311,104,A,A,1,0,,No Hint,Unknown,bl,bl,bl,0.9666667,1301,4006,4,1,FALSE,0,5,1,1,4006.01,,150,3,4,1,,,,
Beyonce,2,Experiment 2,2016.11.02,312,104,D,B,1,0,,No Hint,Unknown,bl,bl,bl,0.5166667,1301.517,4006,4,1,FALSE,0,5,2,4,4006.04,,150,3,4,1,,,,
